CUSTOMER_ID,PRODUCTTYPE_ID,CURRENCY_ISO,CUSTOMER_SEGMENT,YIELD,DAYS_TO_MATURITY,AMOUNT_CHF(000),FULLNAME,TRADE_DATE,INDEX
STRING,STRING,STRING,STRING,REAL,INT,INT,STRING,DATE,STRING
47,4,CHF,AAA,3.683,1698,220,CHF Foreign  Bond Secondary,1996-02-05,T00307
81,4,CHF,CCC,3.528,1788,30,CHF Foreign  Bond Secondary,1996-02-05,T00308
361,4,CHF,CCC,4.313,2297,2000,CHF Foreign  Bond Secondary,1996-02-05,T00309
14,4,CHF,AAA,4.35,2853,250,CHF Foreign  Bond Secondary,1996-02-05,T00310
361,4,CHF,CCC,4.677,4734,100,CHF Foreign  Bond Secondary,1996-02-05,T00311
81,22,CHF,CCC,-0.319,1137,150,CHF FRN,1996-02-05,T00312
81,22,CHF,CCC,0.061,1507,150,CHF FRN,1996-02-05,T00313
53,126,DEM,AAA,4.612,1108,245,DEM Eurobonds Secondary,1996-02-05,T00314
53,126,DEM,AAA,4.768,1389,61,DEM Eurobonds Secondary,1996-02-05,T00315
4,126,DEM,AAA,4.836,1414,82,DEM Eurobonds Secondary,1996-02-05,T00316
25,126,DEM,AAA,5.116,1607,163,DEM Eurobonds Secondary,1996-02-05,T00317
25,126,DEM,AAA,5.157,1618,163,DEM Eurobonds Secondary,1996-02-05,T00318
11,126,DEM,AAA,4.993,1758,4075,DEM Eurobonds Secondary,1996-02-05,T00319
3,126,DEM,AAA,5.816,2192,817,DEM Eurobonds Secondary,1996-02-05,T00320
52,126,DEM,AAA,5.555,2426,571,DEM Eurobonds Secondary,1996-02-05,T00321
53,126,DEM,AAA,7.747,2576,61,DEM Eurobonds Secondary,1996-02-05,T00322
52,126,DEM,AAA,6.069,2794,2086,DEM Eurobonds Secondary,1996-02-05,T00323
52,120,DEM,AAA,4.451,1062,16418,DEM European Government,1996-02-05,T00324
55,120,DEM,AAA,4.622,1389,12225,DEM European Government,1996-02-05,T00325
55,120,DEM,AAA,5.556,2177,2364,DEM European Government,1996-02-05,T00326
24,120,DEM,AAA,-0.092,2779,245,DEM European Government,1996-02-05,T00327
55,220,DKK,AAA,6.46,2110,210,DKK European Government,1996-02-05,T00328
52,146,XEU,AAA,-0.702,966,463,ECU Eurobonds Secondary,1996-02-05,T00329
12,146,XEU,AAA,4.928,1024,1794,ECU Eurobonds Secondary,1996-02-05,T00330
55,140,XEU,AAA,7.695,9576,3513,ECU European Government,1996-02-05,T00331
24,302,USD,AAA,7.053,6540,605,Emerging Markets Brady Bonds,1996-02-05,T00332
24,176,ESP,AAA,8.981,1823,241,ESP Eurobonds Secondary,1996-02-05,T00333
55,170,ESP,AAA,9.249,1510,145,ESP European Government,1996-02-05,T00334
55,130,FRF,AAA,6.25,2636,332,FRF European Government,1996-02-05,T00335
52,130,FRF,AAA,6.734,4646,711,FRF European Government,1996-02-05,T00336
1540,6,CHF,DDD,22.329,146,500,Futures Conf,1996-02-05,T00337
52,186,GBP,AAA,6.603,667,1281,GBP Eurobonds Secondary,1996-02-05,T00338
52,186,GBP,AAA,6.651,694,1647,GBP Eurobonds Secondary,1996-02-05,T00339
52,186,GBP,AAA,8.107,2185,549,GBP Eurobonds Secondary,1996-02-05,T00340
55,180,GBP,AAA,7.006,1767,7320,GBP Gilts,1996-02-05,T00341
55,180,GBP,AAA,7.419,2682,7320,GBP Gilts,1996-02-05,T00342
55,180,GBP,AAA,7.539,2772,265,GBP Gilts,1996-02-05,T00343
12,165,ITL,AAA,9.165,683,176,ITL Eurobonds Primary,1996-02-05,T00344
12,166,ITL,AAA,9.191,683,38,ITL Eurobonds Secondary,1996-02-05,T00345
25,166,ITL,AAA,10.537,3068,380,ITL Eurobonds Secondary,1996-02-05,T00346
55,196,JPY,AAA,2.606,2054,11350,JPY Eurobonds  Secondary,1996-02-05,T00347
55,196,JPY,AAA,2.939,2578,11350,JPY Eurobonds  Secondary,1996-02-05,T00348
55,190,JPY,AAA,2.807,2419,22700,JPY JGB,1996-02-05,T00349
21,206,NLG,AAA,4.551,1554,1021,NLG  Eurobonds Secondary,1996-02-05,T00350
21,206,NLG,AAA,4.748,1775,365,NLG  Eurobonds Secondary,1996-02-05,T00351
21,200,NLG,AAA,3.214,100,948,NLG  European Government,1996-02-05,T00352
51,200,NLG,AAA,4.156,891,365,NLG  European Government,1996-02-05,T00353
55,200,NLG,AAA,5.675,2567,219,NLG  European Government,1996-02-05,T00354
55,112,USD,AAA,5.926,3650,24200,USD Asset Backed,1996-02-05,T00355
27,115,ITL,AAA,9.105,1062,380,USD Eurobonds Primary,1996-02-05,T00356
55,116,USD,AAA,5.085,745,3630,USD Eurobonds Secondary,1996-02-05,T00357
12,116,USD,AAA,5.004,752,121,USD Eurobonds Secondary,1996-02-05,T00358
23,116,USD,AAA,5.116,884,303,USD Eurobonds Secondary,1996-02-05,T00359
55,116,USD,AAA,5.811,1311,12100,USD Eurobonds Secondary,1996-02-05,T00360
53,116,USD,AAA,5.49,1332,750,USD Eurobonds Secondary,1996-02-05,T00361
55,116,USD,AAA,5.59,1450,3025,USD Eurobonds Secondary,1996-02-05,T00362
55,116,USD,AAA,5.435,1576,4840,USD Eurobonds Secondary,1996-02-05,T00363
52,116,USD,AAA,5.474,1710,484,USD Eurobonds Secondary,1996-02-05,T00364
55,116,USD,AAA,6.159,3257,2420,USD Eurobonds Secondary,1996-02-05,T00365
55,116,USD,AAA,6.146,3444,8470,USD Eurobonds Secondary,1996-02-05,T00366
55,116,USD,AAA,6.132,3444,12100,USD Eurobonds Secondary,1996-02-05,T00367
12,118,USD,AAA,0.154,2387,1029,USD FRN,1996-02-05,T00368
55,110,USD,AAA,5.03,846,3388,USD Treasury,1996-02-05,T00369
55,110,USD,AAA,5.054,968,24200,USD Treasury,1996-02-05,T00370
55,110,USD,AAA,5.201,1531,12100,USD Treasury,1996-02-05,T00371
55,110,USD,AAA,5.31,2110,14520,USD Treasury,1996-02-05,T00372
55,110,USD,AAA,5.373,2291,18150,USD Treasury,1996-02-05,T00373
55,110,USD,AAA,5.515,2385,10890,USD Treasury,1996-02-05,T00374
55,110,USD,AAA,5.505,2748,7260,USD Treasury,1996-02-05,T00375
55,110,USD,AAA,5.589,2748,21780,USD Treasury,1996-02-05,T00376
55,110,USD,AAA,5.698,3571,14520,USD Treasury,1996-02-05,T00377
8,506,ZAR,AAA,13.039,1796,165,ZAR Secondary,1996-02-05,T00378
2025,156,CAD,AAA,6.26,1683,528,CAD Eurobonds Secondary,1996-02-06,T00379
27,156,CAD,AAA,6.516,2155,440,CAD Eurobonds Secondary,1996-02-06,T00380
16,2,CHF,AAA,3.636,694,100,CHF Domestic  Bond Secondary,1996-02-06,T00381
125,2,CHF,EEE,-0.495,2451,1000,CHF Domestic  Bond Secondary,1996-02-06,T00382
76,2,CHF,DDD,4.596,2535,1500,CHF Domestic  Bond Secondary,1996-02-06,T00383
344,2,CHF,DDD,4.622,3542,250,CHF Domestic  Bond Secondary,1996-02-06,T00384
366,2,CHF,DDD,4.433,3597,2000,CHF Domestic  Bond Secondary,1996-02-06,T00385
366,2,CHF,DDD,4.433,3597,5000,CHF Domestic  Bond Secondary,1996-02-06,T00386
361,2,CHF,CCC,4.555,3631,100,CHF Domestic  Bond Secondary,1996-02-06,T00387
358,5,CHF,DDD,3.93,2344,200,CHF European Government,1996-02-06,T00388
342,5,CHF,III,3.913,2344,20000,CHF European Government,1996-02-06,T00389
342,5,CHF,III,4.067,2527,10000,CHF European Government,1996-02-06,T00390
342,5,CHF,III,4.728,2657,20000,CHF European Government,1996-02-06,T00391
10,5,CHF,AAA,4.751,2657,20000,CHF European Government,1996-02-06,T00392
344,5,CHF,DDD,4.416,3714,2000,CHF European Government,1996-02-06,T00393
344,5,CHF,DDD,4.5,4354,2000,CHF European Government,1996-02-06,T00394
187,3,CHF,CCC,3.251,1764,300,CHF Foreign  Bond Primary,1996-02-06,T00395
187,3,CHF,CCC,3.285,1764,550,CHF Foreign  Bond Primary,1996-02-06,T00396
14,4,CHF,AAA,3.48,71,100,CHF Foreign  Bond Secondary,1996-02-06,T00397
65,4,CHF,CCC,3.435,72,100,CHF Foreign  Bond Secondary,1996-02-06,T00398
88,4,CHF,CCC,2.801,134,250,CHF Foreign  Bond Secondary,1996-02-06,T00399
88,4,CHF,CCC,2.114,188,200,CHF Foreign  Bond Secondary,1996-02-06,T00400
81,4,CHF,CCC,4.351,286,20,CHF Foreign  Bond Secondary,1996-02-06,T00401
30,4,CHF,AAA,2.577,346,320,CHF Foreign  Bond Secondary,1996-02-06,T00402
81,4,CHF,CCC,3.404,639,110,CHF Foreign  Bond Secondary,1996-02-06,T00403
81,4,CHF,CCC,2.649,651,30,CHF Foreign  Bond Secondary,1996-02-06,T00404
81,4,CHF,CCC,2.862,662,70,CHF Foreign  Bond Secondary,1996-02-06,T00405
81,4,CHF,CCC,5.263,785,30,CHF Foreign  Bond Secondary,1996-02-06,T00406
81,4,CHF,CCC,3.021,875,30,CHF Foreign  Bond Secondary,1996-02-06,T00407
81,4,CHF,CCC,3.772,918,30,CHF Foreign  Bond Secondary,1996-02-06,T00408
81,4,CHF,CCC,5.971,966,40,CHF Foreign  Bond Secondary,1996-02-06,T00409
24,4,CHF,AAA,3.06,1287,500,CHF Foreign  Bond Secondary,1996-02-06,T00410
361,4,CHF,CCC,4.018,1774,700,CHF Foreign  Bond Secondary,1996-02-06,T00411
187,4,CHF,CCC,3.785,1823,300,CHF Foreign  Bond Secondary,1996-02-06,T00412
59,4,CHF,CCC,3.707,1843,865,CHF Foreign  Bond Secondary,1996-02-06,T00413
81,4,CHF,CCC,4.606,1926,60,CHF Foreign  Bond Secondary,1996-02-06,T00414
81,4,CHF,CCC,6.101,2126,70,CHF Foreign  Bond Secondary,1996-02-06,T00415
21,4,CHF,AAA,4.128,2166,200,CHF Foreign  Bond Secondary,1996-02-06,T00416
187,4,CHF,CCC,3.875,2171,200,CHF Foreign  Bond Secondary,1996-02-06,T00417
81,4,CHF,CCC,4.174,2193,60,CHF Foreign  Bond Secondary,1996-02-06,T00418
21,4,CHF,AAA,4.05,2361,200,CHF Foreign  Bond Secondary,1996-02-06,T00419
21,4,CHF,AAA,4.157,2425,200,CHF Foreign  Bond Secondary,1996-02-06,T00420
35,4,CHF,FFF,5.313,2465,7000,CHF Foreign  Bond Secondary,1996-02-06,T00421
35,4,CHF,FFF,4.287,2537,5000,CHF Foreign  Bond Secondary,1996-02-06,T00422
81,4,CHF,CCC,4.832,2556,5,CHF Foreign  Bond Secondary,1996-02-06,T00423
81,4,CHF,CCC,4.512,2568,60,CHF Foreign  Bond Secondary,1996-02-06,T00424
21,4,CHF,AAA,4.327,2670,200,CHF Foreign  Bond Secondary,1996-02-06,T00425
21,4,CHF,AAA,4.347,2787,200,CHF Foreign  Bond Secondary,1996-02-06,T00426
116,4,CHF,EEE,4.681,3313,5000,CHF Foreign  Bond Secondary,1996-02-06,T00427
52,126,DEM,AAA,4.453,1008,697,DEM Eurobonds Secondary,1996-02-06,T00428
52,126,DEM,AAA,5.187,1522,599,DEM Eurobonds Secondary,1996-02-06,T00429
1,126,DEM,AAA,5.26,1647,1223,DEM Eurobonds Secondary,1996-02-06,T00430
24,126,DEM,AAA,5.243,1750,122,DEM Eurobonds Secondary,1996-02-06,T00431
25,126,DEM,AAA,5.594,2556,408,DEM Eurobonds Secondary,1996-02-06,T00432
52,126,DEM,AAA,6.573,4605,4104,DEM Eurobonds Secondary,1996-02-06,T00433
52,120,DEM,AAA,3.949,714,2637,DEM European Government,1996-02-06,T00434
52,120,DEM,AAA,4.298,926,489,DEM European Government,1996-02-06,T00435
8,120,DEM,AAA,4.216,1073,163,DEM European Government,1996-02-06,T00436
9,120,DEM,AAA,6.789,2509,571,DEM European Government,1996-02-06,T00437
12,146,XEU,AAA,5.023,1023,493,ECU Eurobonds Secondary,1996-02-06,T00438
13,140,XEU,AAA,5.966,1865,9269,ECU European Government,1996-02-06,T00439
21,136,FRF,AAA,4.989,667,616,FRF Eurobonds Secondary,1996-02-06,T00440
12,136,FRF,AAA,4.99,825,178,FRF Eurobonds Secondary,1996-02-06,T00441
48,186,GBP,AAA,6.803,1059,183,GBP Eurobonds Secondary,1996-02-06,T00442
48,186,GBP,AAA,7.057,1281,183,GBP Eurobonds Secondary,1996-02-06,T00443
55,196,JPY,AAA,1.839,1333,3405,JPY Eurobonds  Secondary,1996-02-06,T00444
55,190,JPY,AAA,2.039,1504,3405,JPY JGB,1996-02-06,T00445
55,190,JPY,AAA,2.489,1961,22700,JPY JGB,1996-02-06,T00446
55,190,JPY,AAA,2.569,2053,22700,JPY JGB,1996-02-06,T00447
55,112,USD,AAA,5.506,1713,12100,USD Asset Backed,1996-02-06,T00448
24,116,USD,AAA,9.892,531,303,USD Eurobonds Secondary,1996-02-06,T00449
2025,116,USD,AAA,5.071,713,2420,USD Eurobonds Secondary,1996-02-06,T00450
21,116,USD,AAA,5.106,727,121,USD Eurobonds Secondary,1996-02-06,T00451
27,116,USD,AAA,5.077,727,175,USD Eurobonds Secondary,1996-02-06,T00452
27,116,USD,AAA,5.106,727,484,USD Eurobonds Secondary,1996-02-06,T00453
11,116,USD,AAA,4.979,727,605,USD Eurobonds Secondary,1996-02-06,T00454
12,116,USD,AAA,5.108,814,242,USD Eurobonds Secondary,1996-02-06,T00455
24,116,USD,AAA,5.149,854,242,USD Eurobonds Secondary,1996-02-06,T00456
53,116,USD,AAA,5.185,904,303,USD Eurobonds Secondary,1996-02-06,T00457
24,116,USD,AAA,5.448,951,121,USD Eurobonds Secondary,1996-02-06,T00458
21,116,USD,AAA,5.287,1046,121,USD Eurobonds Secondary,1996-02-06,T00459
52,116,USD,AAA,5.353,1049,242,USD Eurobonds Secondary,1996-02-06,T00460
12,116,USD,AAA,5.407,1084,254,USD Eurobonds Secondary,1996-02-06,T00461
24,116,USD,AAA,5.341,1088,242,USD Eurobonds Secondary,1996-02-06,T00462
30,116,USD,AAA,5.347,1088,303,USD Eurobonds Secondary,1996-02-06,T00463
11,116,USD,AAA,5.106,1091,605,USD Eurobonds Secondary,1996-02-06,T00464
21,116,USD,AAA,5.654,1305,9317,USD Eurobonds Secondary,1996-02-06,T00465
24,116,USD,AAA,5.56,1336,121,USD Eurobonds Secondary,1996-02-06,T00466
52,116,USD,AAA,5.575,1336,121,USD Eurobonds Secondary,1996-02-06,T00467
53,116,USD,AAA,5.563,1336,448,USD Eurobonds Secondary,1996-02-06,T00468
24,116,USD,AAA,5.34,1414,303,USD Eurobonds Secondary,1996-02-06,T00469
24,116,USD,AAA,5.315,1414,605,USD Eurobonds Secondary,1996-02-06,T00470
11,116,USD,AAA,5.25,1456,1210,USD Eurobonds Secondary,1996-02-06,T00471
24,116,USD,AAA,5.642,1651,666,USD Eurobonds Secondary,1996-02-06,T00472
24,116,USD,AAA,5.597,1709,121,USD Eurobonds Secondary,1996-02-06,T00473
53,116,USD,AAA,5.617,1709,157,USD Eurobonds Secondary,1996-02-06,T00474
53,116,USD,AAA,5.493,1709,182,USD Eurobonds Secondary,1996-02-06,T00475
16,116,USD,AAA,5.375,1745,2420,USD Eurobonds Secondary,1996-02-06,T00476
24,116,USD,AAA,5.34,1760,121,USD Eurobonds Secondary,1996-02-06,T00477
24,116,USD,AAA,5.352,1760,666,USD Eurobonds Secondary,1996-02-06,T00478
53,116,USD,AAA,5.452,1806,774,USD Eurobonds Secondary,1996-02-06,T00479
21,116,USD,AAA,6.2,2715,10890,USD Eurobonds Secondary,1996-02-06,T00480
21,116,USD,AAA,5.997,2730,12100,USD Eurobonds Secondary,1996-02-06,T00481
12,116,USD,AAA,6.279,3402,327,USD Eurobonds Secondary,1996-02-06,T00482
12,118,USD,AAA,0.258,2422,666,USD FRN,1996-02-06,T00483
55,113,USD,AAA,6.131,4116,14490,USD Mortgage Backed,1996-02-06,T00484
100,7,CHF,HHH,-0.104,141,4000,Zinsoptions,1996-02-06,T00485
12,155,CAD,AAA,6.506,2154,88,CAD Eurobonds Primary,1996-02-07,T00486
81,2,CHF,CCC,2.32,463,25,CHF Domestic  Bond Secondary,1996-02-07,T00487
127,2,CHF,HHH,2.825,627,1002,CHF Domestic  Bond Secondary,1996-02-07,T00488
336,2,CHF,DDD,3.466,793,300,CHF Domestic  Bond Secondary,1996-02-07,T00489
76,2,CHF,DDD,2.943,1062,150,CHF Domestic  Bond Secondary,1996-02-07,T00490
9,2,CHF,AAA,2.984,1226,120,CHF Domestic  Bond Secondary,1996-02-07,T00491
47,2,CHF,AAA,3.619,1825,300,CHF Domestic  Bond Secondary,1996-02-07,T00492
84,2,CHF,CCC,4.166,1835,1000,CHF Domestic  Bond Secondary,1996-02-07,T00493
350,2,CHF,DDD,4.589,2233,2000,CHF Domestic  Bond Secondary,1996-02-07,T00494
127,2,CHF,HHH,4.677,2233,2000,CHF Domestic  Bond Secondary,1996-02-07,T00495
106,2,CHF,FFF,4.018,2465,3000,CHF Domestic  Bond Secondary,1996-02-07,T00496
21,2,CHF,AAA,4.226,2609,1000,CHF Domestic  Bond Secondary,1996-02-07,T00497
9,2,CHF,AAA,4.025,2715,250,CHF Domestic  Bond Secondary,1996-02-07,T00498
351,2,CHF,DDD,35.286,2805,50,CHF Domestic  Bond Secondary,1996-02-07,T00499
21,2,CHF,AAA,4.616,3486,1000,CHF Domestic  Bond Secondary,1996-02-07,T00500
21,2,CHF,AAA,4.402,3596,500,CHF Domestic  Bond Secondary,1996-02-07,T00501
21,2,CHF,AAA,4.65,3652,1000,CHF Domestic  Bond Secondary,1996-02-07,T00502
21,2,CHF,AAA,4.65,3652,1000,CHF Domestic  Bond Secondary,1996-02-07,T00503
3,2,CHF,AAA,4.746,4384,500,CHF Domestic  Bond Secondary,1996-02-07,T00504
21,1,CHF,AAA,4.4,3689,500,CHF Domestic Bond  Primary,1996-02-07,T00505
49,5,CHF,AAA,2.833,735,200,CHF European Government,1996-02-07,T00506
347,5,CHF,CCC,3.043,1127,7000,CHF European Government,1996-02-07,T00507
135,5,CHF,EEE,3.406,1494,10000,CHF European Government,1996-02-07,T00508
350,5,CHF,DDD,3.407,1585,5000,CHF European Government,1996-02-07,T00509
55,5,CHF,AAA,3.864,2343,2700,CHF European Government,1996-02-07,T00510
339,5,CHF,DDD,4.681,2656,2000,CHF European Government,1996-02-07,T00511
347,5,CHF,CCC,4.254,3165,3000,CHF European Government,1996-02-07,T00512
135,5,CHF,EEE,4.323,3256,10000,CHF European Government,1996-02-07,T00513
336,5,CHF,DDD,4.473,4353,60,CHF European Government,1996-02-07,T00514
55,5,CHF,AAA,4.476,4353,500,CHF European Government,1996-02-07,T00515
18,3,CHF,AAA,3.347,1135,1000,CHF Foreign  Bond Primary,1996-02-07,T00516
47,3,CHF,AAA,3.251,1763,300,CHF Foreign  Bond Primary,1996-02-07,T00517
84,4,CHF,CCC,2.079,75,1000,CHF Foreign  Bond Secondary,1996-02-07,T00518
84,4,CHF,CCC,2.237,195,1000,CHF Foreign  Bond Secondary,1996-02-07,T00519
21,4,CHF,AAA,2.222,313,1500,CHF Foreign  Bond Secondary,1996-02-07,T00520
73,4,CHF,GGG,2.622,681,800,CHF Foreign  Bond Secondary,1996-02-07,T00521
2131,4,CHF,FFF,2.862,700,1000,CHF Foreign  Bond Secondary,1996-02-07,T00522
97,4,CHF,DDD,2.69,776,500,CHF Foreign  Bond Secondary,1996-02-07,T00523
88,4,CHF,CCC,3.449,800,100,CHF Foreign  Bond Secondary,1996-02-07,T00524
354,4,CHF,DDD,4.419,919,100,CHF Foreign  Bond Secondary,1996-02-07,T00525
25,4,CHF,AAA,3.069,994,250,CHF Foreign  Bond Secondary,1996-02-07,T00526
48,4,CHF,AAA,3.873,1132,150,CHF Foreign  Bond Secondary,1996-02-07,T00527
48,4,CHF,AAA,3.873,1132,300,CHF Foreign  Bond Secondary,1996-02-07,T00528
73,4,CHF,GGG,3.28,1135,150,CHF Foreign  Bond Secondary,1996-02-07,T00529
73,4,CHF,GGG,3.28,1135,250,CHF Foreign  Bond Secondary,1996-02-07,T00530
53,4,CHF,AAA,3.032,1191,6000,CHF Foreign  Bond Secondary,1996-02-07,T00531
34,4,CHF,AAA,3.064,1191,8000,CHF Foreign  Bond Secondary,1996-02-07,T00532
354,4,CHF,DDD,3.269,1203,100,CHF Foreign  Bond Secondary,1996-02-07,T00533
68,4,CHF,GGG,4.587,1205,120,CHF Foreign  Bond Secondary,1996-02-07,T00534
37,4,CHF,AAA,3.063,1286,500,CHF Foreign  Bond Secondary,1996-02-07,T00535
9,4,CHF,AAA,3.8,1703,200,CHF Foreign  Bond Secondary,1996-02-07,T00536
73,4,CHF,GGG,3.583,1786,100,CHF Foreign  Bond Secondary,1996-02-07,T00537
347,4,CHF,CCC,3.53,1801,200,CHF Foreign  Bond Secondary,1996-02-07,T00538
68,4,CHF,GGG,4.25,1825,1000,CHF Foreign  Bond Secondary,1996-02-07,T00539
97,4,CHF,DDD,3.826,1842,2000,CHF Foreign  Bond Secondary,1996-02-07,T00540
21,4,CHF,AAA,3.647,1856,100,CHF Foreign  Bond Secondary,1996-02-07,T00541
10,4,CHF,AAA,4.004,2039,4500,CHF Foreign  Bond Secondary,1996-02-07,T00542
97,4,CHF,DDD,3.865,2073,100,CHF Foreign  Bond Secondary,1996-02-07,T00543
73,4,CHF,GGG,3.816,2073,200,CHF Foreign  Bond Secondary,1996-02-07,T00544
53,4,CHF,AAA,4.075,2365,100,CHF Foreign  Bond Secondary,1996-02-07,T00545
88,4,CHF,CCC,4.692,2483,50,CHF Foreign  Bond Secondary,1996-02-07,T00546
73,4,CHF,GGG,4.165,2485,250,CHF Foreign  Bond Secondary,1996-02-07,T00547
25,4,CHF,AAA,4.245,2536,1300,CHF Foreign  Bond Secondary,1996-02-07,T00548
116,4,CHF,EEE,4.646,3312,5000,CHF Foreign  Bond Secondary,1996-02-07,T00549
347,4,CHF,CCC,4.583,3655,150,CHF Foreign  Bond Secondary,1996-02-07,T00550
336,4,CHF,DDD,4.583,3655,2000,CHF Foreign  Bond Secondary,1996-02-07,T00551
1,125,DEM,AAA,5.444,2151,82,DEM Eurobonds Primary,1996-02-07,T00552
25,125,DEM,AAA,5.464,2151,817,DEM Eurobonds Primary,1996-02-07,T00553
27,126,DEM,AAA,4.829,1412,82,DEM Eurobonds Secondary,1996-02-07,T00554
27,126,DEM,AAA,4.842,1412,82,DEM Eurobonds Secondary,1996-02-07,T00555
27,126,DEM,AAA,5.216,1611,82,DEM Eurobonds Secondary,1996-02-07,T00556
27,126,DEM,AAA,5.088,1772,82,DEM Eurobonds Secondary,1996-02-07,T00557
27,126,DEM,AAA,5.137,1812,82,DEM Eurobonds Secondary,1996-02-07,T00558
55,126,DEM,AAA,5.598,2099,12225,DEM Eurobonds Secondary,1996-02-07,T00559
52,126,DEM,AAA,5.454,2151,1223,DEM Eurobonds Secondary,1996-02-07,T00560
52,126,DEM,AAA,5.713,2424,21365,DEM Eurobonds Secondary,1996-02-07,T00561
46,126,DEM,AAA,10.492,2548,253,DEM Eurobonds Secondary,1996-02-07,T00562
55,126,DEM,AAA,5.91,2833,12225,DEM Eurobonds Secondary,1996-02-07,T00563
28,126,DEM,AAA,6.189,2889,135,DEM Eurobonds Secondary,1996-02-07,T00564
28,126,DEM,AAA,6.189,2889,250,DEM Eurobonds Secondary,1996-02-07,T00565
11,126,DEM,AAA,5.796,2924,253,DEM Eurobonds Secondary,1996-02-07,T00566
27,126,DEM,AAA,6.355,3667,489,DEM Eurobonds Secondary,1996-02-07,T00567
55,120,DEM,AAA,4.299,1113,318,DEM European Government,1996-02-07,T00568
27,146,XEU,AAA,4.979,317,598,ECU Eurobonds Secondary,1996-02-07,T00569
12,146,XEU,AAA,5.022,1022,105,ECU Eurobonds Secondary,1996-02-07,T00570
12,146,XEU,AAA,5.022,1022,2130,ECU Eurobonds Secondary,1996-02-07,T00571
16,146,XEU,AAA,5.694,1358,2467,ECU Eurobonds Secondary,1996-02-07,T00572
16,146,XEU,AAA,6.145,1829,2243,ECU Eurobonds Secondary,1996-02-07,T00573
12,165,ITL,AAA,9.769,681,38,ITL Eurobonds Primary,1996-02-07,T00574
11,166,ITL,AAA,9.44,573,167,ITL Eurobonds Secondary,1996-02-07,T00575
11,166,ITL,AAA,9.316,776,91,ITL Eurobonds Secondary,1996-02-07,T00576
11,166,ITL,AAA,10.178,3004,190,ITL Eurobonds Secondary,1996-02-07,T00577
11,166,ITL,AAA,10.181,3010,114,ITL Eurobonds Secondary,1996-02-07,T00578
11,166,ITL,AAA,10.163,3051,190,ITL Eurobonds Secondary,1996-02-07,T00579
29,115,USD,AAA,5.476,1848,327,USD Eurobonds Primary,1996-02-07,T00580
12,116,USD,AAA,5.143,373,629,USD Eurobonds Secondary,1996-02-07,T00581
1,116,USD,AAA,4.694,566,605,USD Eurobonds Secondary,1996-02-07,T00582
22,116,USD,AAA,9.478,674,182,USD Eurobonds Secondary,1996-02-07,T00583
12,116,USD,AAA,5.098,712,260,USD Eurobonds Secondary,1996-02-07,T00584
25,116,USD,AAA,4.894,726,121,USD Eurobonds Secondary,1996-02-07,T00585
12,116,USD,AAA,5.131,813,182,USD Eurobonds Secondary,1996-02-07,T00586
12,116,USD,AAA,5.357,839,206,USD Eurobonds Secondary,1996-02-07,T00587
53,116,USD,AAA,5.164,903,145,USD Eurobonds Secondary,1996-02-07,T00588
52,116,USD,AAA,5.29,1022,1210,USD Eurobonds Secondary,1996-02-07,T00589
12,116,USD,AAA,4.936,1038,363,USD Eurobonds Secondary,1996-02-07,T00590
24,116,USD,AAA,5.54,1335,121,USD Eurobonds Secondary,1996-02-07,T00591
36,116,USD,AAA,5.203,1528,448,USD Eurobonds Secondary,1996-02-07,T00592
24,116,USD,AAA,5.527,1650,121,USD Eurobonds Secondary,1996-02-07,T00593
52,116,USD,AAA,5.605,1708,363,USD Eurobonds Secondary,1996-02-07,T00594
12,116,USD,AAA,5.813,2497,169,USD Eurobonds Secondary,1996-02-07,T00595
21,506,ZAR,AAA,13.114,357,107,ZAR Secondary,1996-02-07,T00596
21,506,ZAR,AAA,13.012,1794,99,ZAR Secondary,1996-02-07,T00597
351,7,CHF,DDD,-0.104,140,400,Zinsoptions,1996-02-07,T00598
12,156,CAD,AAA,5.701,1065,88,CAD Eurobonds Secondary,1996-02-08,T00599
2025,156,CAD,AAA,6.473,2197,854,CAD Eurobonds Secondary,1996-02-08,T00600
98,2,CHF,III,2.416,215,10000,CHF Domestic  Bond Secondary,1996-02-08,T00601
135,2,CHF,EEE,2.842,215,10585,CHF Domestic  Bond Secondary,1996-02-08,T00602
62,2,CHF,GGG,3.334,914,400,CHF Domestic  Bond Secondary,1996-02-08,T00603
3,2,CHF,AAA,3.132,914,1000,CHF Domestic  Bond Secondary,1996-02-08,T00604
3,2,CHF,AAA,3.132,914,1000,CHF Domestic  Bond Secondary,1996-02-08,T00605
3,2,CHF,AAA,3.191,1244,3000,CHF Domestic  Bond Secondary,1996-02-08,T00606
369,2,CHF,GGG,3.663,1824,1000,CHF Domestic  Bond Secondary,1996-02-08,T00607
366,2,CHF,DDD,4.077,2848,90,CHF Domestic  Bond Secondary,1996-02-08,T00608
130,2,CHF,EEE,4.531,3537,7000,CHF Domestic  Bond Secondary,1996-02-08,T00609
135,2,CHF,EEE,4.537,3537,7380,CHF Domestic  Bond Secondary,1996-02-08,T00610
21,2,CHF,AAA,4.401,3595,400,CHF Domestic  Bond Secondary,1996-02-08,T00611
359,2,CHF,DDD,4.402,3595,1050,CHF Domestic  Bond Secondary,1996-02-08,T00612
286,2,CHF,GGG,4.402,3595,2000,CHF Domestic  Bond Secondary,1996-02-08,T00613
350,5,CHF,DDD,3.443,1493,660,CHF European Government,1996-02-08,T00614
